ordem,entrevistado,startTime,endTime,duracao,fase
2813,18-SofiaFreire-X,00:14:41,00:14:46,00:00:05,Mapping
2814,18-SofiaFreire-X,00:14:46,00:14:52,00:00:06,Mounting
2815,18-SofiaFreire-X,00:14:52,00:14:58,00:00:07,Mapping
2816,18-SofiaFreire-X,00:14:59,00:15:01,00:00:02,Testing
2817,18-SofiaFreire-X,00:15:01,00:15:03,00:00:02,Mapping
2818,18-SofiaFreire-X,00:15:03,00:15:05,00:00:02,Testing
2819,18-SofiaFreire-X,00:15:05,00:15:07,00:00:02,Mapping
2820,18-SofiaFreire-X,00:15:07,00:15:18,00:00:11,Testing
2821,18-SofiaFreire-X,00:15:18,00:15:36,00:00:19,Mapping
2822,18-SofiaFreire-X,00:15:36,00:16:50,00:01:14,Consulting
2823,18-SofiaFreire-X,00:16:50,00:17:02,00:00:11,Mapping
2824,18-SofiaFreire-X,00:17:02,00:17:06,00:00:04,Testing
2825,18-SofiaFreire-X,00:17:06,00:17:09,00:00:03,Mapping
2826,18-SofiaFreire-X,00:17:09,00:17:45,00:00:36,Testing
2827,18-SofiaFreire-X,00:17:45,00:17:53,00:00:08,Planning
2828,18-SofiaFreire-X,00:17:53,00:17:58,00:00:05,Testing
2829,18-SofiaFreire-X,00:17:58,00:18:06,00:00:08,Mapping
2830,18-SofiaFreire-X,00:18:06,00:18:11,00:00:05,Testing
2831,18-SofiaFreire-X,00:18:11,00:18:25,00:00:14,Mapping
2832,18-SofiaFreire-X,00:18:25,00:18:38,00:00:13,Testing
2833,18-SofiaFreire-X,00:18:38,00:18:47,00:00:09,Mapping
2834,18-SofiaFreire-X,00:18:47,00:18:52,00:00:05,Mounting
2835,18-SofiaFreire-X,00:18:52,00:18:58,00:00:05,Mapping
2836,18-SofiaFreire-X,00:18:58,00:19:01,00:00:03,Testing
2837,18-SofiaFreire-X,00:19:01,00:19:09,00:00:08,Mapping
2838,18-SofiaFreire-X,00:19:09,00:19:31,00:00:22,Testing
2839,18-SofiaFreire-X,00:19:31,00:19:33,00:00:02,Mapping
2840,18-SofiaFreire-X,00:19:33,00:19:40,00:00:07,Testing
2841,18-SofiaFreire-X,00:19:40,00:19:52,00:00:11,Mapping
2842,18-SofiaFreire-X,00:19:53,00:20:13,00:00:20,Testing
2843,18-SofiaFreire-X,00:20:13,00:20:18,00:00:05,Planning
2844,18-SofiaFreire-X,00:20:18,00:20:23,00:00:05,Mapping
2845,18-SofiaFreire-X,00:20:23,00:20:28,00:00:06,Testing
2846,18-SofiaFreire-X,00:20:29,00:20:34,00:00:06,Mapping
2847,18-SofiaFreire-X,00:20:34,00:20:42,00:00:08,Mounting
2848,18-SofiaFreire-X,00:20:42,00:20:54,00:00:12,Mapping
2849,18-SofiaFreire-X,00:20:54,00:21:29,00:00:35,Testing
2850,18-SofiaFreire-X,00:21:29,00:21:47,00:00:19,Consulting
2851,18-SofiaFreire-X,00:21:48,00:21:55,00:00:07,Testing
2852,18-SofiaFreire-X,00:21:55,00:21:59,00:00:04,Mapping
2853,18-SofiaFreire-X,00:21:59,00:22:37,00:00:37,Testing
2854,18-SofiaFreire-X,00:22:37,00:22:45,00:00:08,Consulting
2855,18-SofiaFreire-X,00:22:46,00:22:53,00:00:07,Testing
2856,18-SofiaFreire-X,00:22:53,00:23:01,00:00:08,Mapping
2857,18-SofiaFreire-X,00:23:01,00:23:07,00:00:06,Testing
2858,18-SofiaFreire-X,00:23:07,00:23:12,00:00:05,Mapping
2859,18-SofiaFreire-X,00:23:12,00:23:30,00:00:18,Testing
2860,18-SofiaFreire-X,00:23:30,00:23:43,00:00:12,Planning
2861,18-SofiaFreire-X,00:23:43,00:23:49,00:00:07,Mounting
2862,18-SofiaFreire-X,00:23:49,00:24:20,00:00:31,Mapping
2863,18-SofiaFreire-X,00:24:20,00:24:26,00:00:06,Testing
2864,18-SofiaFreire-X,00:24:26,00:24:28,00:00:02,Testing
2865,18-SofiaFreire-X,00:24:28,00:24:39,00:00:12,Mapping
2866,18-SofiaFreire-X,00:24:39,00:25:10,00:00:30,Testing
2867,18-SofiaFreire-Y,00:00:12,00:02:15,00:02:02,Mounting
2868,18-SofiaFreire-Y,00:02:14,00:02:17,00:00:02,Testing
2869,18-SofiaFreire-Y,00:02:17,00:02:43,00:00:26,Mapping
2870,18-SofiaFreire-Y,00:02:43,00:03:00,00:00:18,Testing
2871,18-SofiaFreire-Y,00:03:00,00:03:34,00:00:34,Consulting
2872,18-SofiaFreire-Y,00:03:34,00:03:49,00:00:15,Testing
2873,18-SofiaFreire-Y,00:03:49,00:06:14,00:02:25,Mounting
2874,18-SofiaFreire-Y,00:06:14,00:06:32,00:00:18,Mapping
2875,18-SofiaFreire-Y,00:06:32,00:06:41,00:00:09,Testing
2876,18-SofiaFreire-Y,00:06:41,00:06:51,00:00:10,Mapping
2877,18-SofiaFreire-Y,00:06:51,00:07:25,00:00:34,Testing
2878,18-SofiaFreire-Y,00:07:25,00:07:40,00:00:16,Mapping
2879,18-SofiaFreire-Y,00:07:40,00:07:49,00:00:09,Testing
2880,18-SofiaFreire-Y,00:07:49,00:10:21,00:02:32,Mounting
2881,18-SofiaFreire-Y,00:10:21,00:10:26,00:00:05,Testing
2882,18-SofiaFreire-Y,00:10:26,00:10:54,00:00:28,Mapping
2883,18-SofiaFreire-Y,00:10:54,00:10:56,00:00:02,Testing
2884,18-SofiaFreire-Y,00:10:57,00:11:01,00:00:04,Mapping
2885,18-SofiaFreire-Y,00:11:01,00:11:04,00:00:04,Testing
2886,18-SofiaFreire-Y,00:11:04,00:11:09,00:00:04,Mapping
2887,18-SofiaFreire-Y,00:11:09,00:11:11,00:00:02,Testing
2888,18-SofiaFreire-Y,00:11:11,00:11:22,00:00:10,Mapping
2889,18-SofiaFreire-Y,00:11:22,00:11:24,00:00:02,Testing
2890,18-SofiaFreire-Y,00:11:24,00:11:33,00:00:09,Mapping
2891,18-SofiaFreire-Y,00:11:33,00:11:37,00:00:04,Testing
2892,18-SofiaFreire-Y,00:11:37,00:12:05,00:00:28,Mapping
2893,18-SofiaFreire-Y,00:12:05,00:12:07,00:00:02,Testing
2894,18-SofiaFreire-Y,00:12:07,00:12:13,00:00:05,Mapping
2895,18-SofiaFreire-Y,00:12:13,00:12:25,00:00:12,Testing
2896,18-SofiaFreire-Y,00:12:25,00:12:43,00:00:18,Mapping
2897,18-SofiaFreire-Y,00:12:43,00:12:55,00:00:12,Testing
2898,18-SofiaFreire-Y,00:12:55,00:13:00,00:00:06,Mapping
2899,18-SofiaFreire-Y,00:13:00,00:13:12,00:00:11,Testing
2900,18-SofiaFreire-Y,00:13:12,00:13:18,00:00:07,Mapping
2901,18-SofiaFreire-Y,00:13:18,00:13:20,00:00:02,Testing
2902,18-SofiaFreire-Y,00:13:20,00:13:30,00:00:10,Mapping
2903,18-SofiaFreire-Y,00:13:30,00:13:40,00:00:10,Testing
2904,18-SofiaFreire-Y,00:13:40,00:13:42,00:00:02,Mapping
2905,18-SofiaFreire-Y,00:13:42,00:13:49,00:00:07,Mounting
2906,18-SofiaFreire-Y,00:13:49,00:13:54,00:00:05,Testing
2907,18-SofiaFreire-Y,00:13:54,00:14:12,00:00:18,Mapping
2908,18-SofiaFreire-Y,00:14:12,00:14:24,00:00:12,Testing
2909,18-SofiaFreire-Y,00:14:23,00:14:28,00:00:04,Mapping
2910,18-SofiaFreire-Y,00:14:28,00:14:38,00:00:10,Testing
2911,18-SofiaFreire-Y,00:14:38,00:14:42,00:00:05,Mapping
2912,18-SofiaFreire-Y,00:14:42,00:14:51,00:00:08,Testing
2913,18-SofiaFreire-Y,00:14:51,00:15:44,00:00:53,Mounting
2914,18-SofiaFreire-Y,00:15:44,00:16:03,00:00:19,Mapping
2915,18-SofiaFreire-Y,00:16:03,00:16:08,00:00:06,Testing
2916,18-SofiaFreire-Y,00:16:08,00:16:20,00:00:12,Mounting
2917,18-SofiaFreire-Y,00:16:20,00:17:05,00:00:45,Consulting
2918,18-SofiaFreire-Y,00:17:05,00:18:06,00:01:01,Mounting
2919,18-SofiaFreire-Y,00:18:06,00:18:13,00:00:07,Testing
2920,18-SofiaFreire-Y,00:18:13,00:18:38,00:00:25,Mapping
2921,18-SofiaFreire-Y,00:18:38,00:18:54,00:00:16,Testing
2922,18-SofiaFreire-Y,00:18:54,00:19:42,00:00:48,Mapping
2923,18-SofiaFreire-Y,00:19:42,00:22:29,00:02:47,Mounting
2924,18-SofiaFreire-Y,00:22:29,00:22:32,00:00:03,Testing
2925,18-SofiaFreire-Y,00:22:32,00:23:05,00:00:33,Mounting
2926,18-SofiaFreire-Y,00:23:05,00:23:14,00:00:08,Testing
2927,18-SofiaFreire-Y,00:23:13,00:25:36,00:02:23,Mounting
2928,19-Pedro-X,00:00:12,00:00:43,00:00:32,Consulting
2929,19-Pedro-X,00:00:44,00:01:23,00:00:39,Mounting
2930,19-Pedro-X,00:01:23,00:01:27,00:00:04,Testing
2931,19-Pedro-X,00:01:27,00:01:41,00:00:14,Mapping
2932,19-Pedro-X,00:01:41,00:01:56,00:00:15,Mounting
2933,19-Pedro-X,00:01:56,00:02:05,00:00:09,Mapping
2934,19-Pedro-X,00:02:05,00:02:28,00:00:24,Testing
2935,19-Pedro-X,00:02:28,00:02:40,00:00:12,Mapping
2936,19-Pedro-X,00:02:40,00:03:11,00:00:31,Testing
2937,19-Pedro-X,00:03:11,00:03:16,00:00:05,Mounting
2938,19-Pedro-X,00:03:16,00:03:24,00:00:08,Mapping
2939,19-Pedro-X,00:03:24,00:04:02,00:00:38,Testing
2940,19-Pedro-X,00:04:02,00:04:16,00:00:14,Mapping
2941,19-Pedro-X,00:04:16,00:04:19,00:00:03,Testing
2942,19-Pedro-X,00:04:19,00:04:30,00:00:11,Mapping
2943,19-Pedro-X,00:04:30,00:05:04,00:00:34,Testing
2944,19-Pedro-X,00:05:04,00:05:11,00:00:07,Mounting
2945,19-Pedro-X,00:05:11,00:05:19,00:00:08,Mapping
2946,19-Pedro-X,00:05:19,00:05:24,00:00:05,Testing
2947,19-Pedro-X,00:05:24,00:05:29,00:00:05,Mapping
2948,19-Pedro-X,00:05:30,00:05:45,00:00:15,Testing
2949,19-Pedro-X,00:05:45,00:06:04,00:00:20,Mapping
2950,19-Pedro-X,00:06:05,00:06:17,00:00:12,Testing
2951,19-Pedro-X,00:06:17,00:06:28,00:00:11,Mapping
2952,19-Pedro-X,00:06:28,00:06:32,00:00:04,Testing
2953,19-Pedro-X,00:06:32,00:06:42,00:00:10,Mapping
2954,19-Pedro-X,00:06:42,00:06:49,00:00:07,Testing
2955,19-Pedro-X,00:06:49,00:07:02,00:00:13,Mapping
2956,19-Pedro-X,00:07:02,00:07:06,00:00:04,Testing
2957,19-Pedro-X,00:07:06,00:07:17,00:00:11,Mapping
2958,19-Pedro-X,00:07:18,00:07:44,00:00:26,Testing
2959,19-Pedro-X,00:07:44,00:07:50,00:00:05,Mapping
2960,19-Pedro-X,00:07:50,00:08:08,00:00:18,Testing
2961,19-Pedro-X,00:08:08,00:08:28,00:00:20,Mapping
2962,19-Pedro-X,00:08:28,00:08:55,00:00:28,Testing
2963,19-Pedro-X,00:08:55,00:09:39,00:00:43,Consulting
2964,19-Pedro-X,00:09:39,00:09:48,00:00:08,Mapping
2965,19-Pedro-X,00:09:48,00:10:10,00:00:22,Testing
2966,19-Pedro-X,00:10:10,00:10:13,00:00:03,Mounting
2967,19-Pedro-X,00:10:13,00:10:22,00:00:09,Testing
2968,19-Pedro-X,00:10:22,00:10:26,00:00:04,Planning
2969,19-Pedro-X,00:10:26,00:10:34,00:00:08,Mounting
2970,19-Pedro-X,00:10:34,00:10:49,00:00:15,Mapping
2971,19-Pedro-X,00:10:49,00:10:59,00:00:10,Testing
2972,19-Pedro-X,00:10:59,00:11:13,00:00:14,Consulting
2973,19-Pedro-X,00:11:13,00:11:33,00:00:20,Mounting
2974,19-Pedro-X,00:11:33,00:11:46,00:00:13,Testing
2975,19-Pedro-X,00:11:46,00:12:21,00:00:34,Mapping
2976,19-Pedro-X,00:12:21,00:12:45,00:00:24,Testing
2977,19-Pedro-X,00:12:45,00:12:52,00:00:08,Mapping
2978,19-Pedro-X,00:12:52,00:12:55,00:00:03,Testing
2979,19-Pedro-X,00:12:56,00:13:21,00:00:26,Mounting
2980,19-Pedro-X,00:13:21,00:13:35,00:00:14,Mapping
2981,19-Pedro-X,00:13:35,00:13:48,00:00:13,Testing
2982,19-Pedro-X,00:13:48,00:13:50,00:00:01,Mapping
2983,19-Pedro-X,00:13:50,00:13:56,00:00:06,Testing
2984,19-Pedro-X,00:13:56,00:14:10,00:00:15,Mapping
2985,19-Pedro-X,00:14:10,00:14:14,00:00:03,Testing
2986,19-Pedro-X,00:14:14,00:14:20,00:00:06,Mapping
2987,19-Pedro-X,00:14:20,00:14:38,00:00:18,Testing
2988,19-Pedro-X,00:14:38,00:14:41,00:00:03,Mapping
2989,19-Pedro-X,00:14:41,00:14:58,00:00:17,Testing
2990,19-Pedro-X,00:14:59,00:15:04,00:00:06,Mapping
2991,19-Pedro-X,00:15:05,00:15:08,00:00:04,Testing
2992,19-Pedro-X,00:15:09,00:15:11,00:00:02,Mapping
2993,19-Pedro-X,00:15:11,00:15:16,00:00:06,Testing
2994,19-Pedro-X,00:15:16,00:15:19,00:00:03,Mapping
2995,19-Pedro-X,00:15:19,00:15:31,00:00:11,Testing
2996,19-Pedro-X,00:15:31,00:15:37,00:00:06,Mapping
2997,19-Pedro-X,00:15:37,00:16:29,00:00:53,Testing
2998,19-Pedro-X,00:16:29,00:16:33,00:00:03,Mapping
2999,19-Pedro-X,00:16:33,00:16:40,00:00:07,Testing
3000,19-Pedro-X,00:16:40,00:16:54,00:00:15,Mapping
3001,19-Pedro-X,00:16:54,00:17:21,00:00:27,Testing
3002,19-Pedro-X,00:17:21,00:17:27,00:00:06,Mapping
3003,19-Pedro-X,00:17:27,00:17:37,00:00:10,Testing
3004,19-Pedro-X,00:17:37,00:17:56,00:00:19,Bug
3005,19-Pedro-X,00:17:56,00:18:00,00:00:04,Testing
3006,19-Pedro-X,00:18:00,00:18:11,00:00:12,Mapping
3007,19-Pedro-X,00:18:11,00:18:19,00:00:08,Testing
3008,19-Pedro-X,00:18:19,00:18:24,00:00:05,Mapping
3009,19-Pedro-X,00:18:24,00:18:28,00:00:04,Testing
3010,19-Pedro-X,00:18:28,00:18:29,00:00:02,Mapping
3011,19-Pedro-X,00:18:29,00:18:32,00:00:02,Testing
3012,19-Pedro-X,00:18:32,00:18:39,00:00:07,Mapping
3013,19-Pedro-X,00:18:39,00:18:45,00:00:07,Testing
3014,19-Pedro-X,00:18:46,00:18:56,00:00:11,Mapping
3015,19-Pedro-X,00:18:56,00:19:04,00:00:07,Testing
3016,19-Pedro-X,00:19:04,00:19:11,00:00:07,Mapping
3017,19-Pedro-X,00:19:11,00:19:35,00:00:24,Testing
3018,19-Pedro-X,00:19:35,00:19:46,00:00:11,Mapping
3019,19-Pedro-X,00:19:46,00:19:52,00:00:06,Testing
3020,19-Pedro-X,00:19:52,00:19:57,00:00:05,Mapping
3021,19-Pedro-X,00:19:57,00:20:20,00:00:23,Consulting
3022,19-Pedro-X,00:20:20,00:20:46,00:00:26,Testing
3023,19-Pedro-X,00:20:46,00:20:57,00:00:11,Mapping
3024,19-Pedro-X,00:20:57,00:21:04,00:00:07,Testing
3025,19-Pedro-X,00:21:04,00:21:22,00:00:19,Mapping
3026,19-Pedro-X,00:21:23,00:21:29,00:00:07,Testing
3027,19-Pedro-X,00:21:29,00:21:33,00:00:03,Mapping
3028,19-Pedro-X,00:21:33,00:22:11,00:00:39,Testing
3029,19-Pedro-X,00:22:11,00:22:15,00:00:04,Mapping
3030,19-Pedro-X,00:22:15,00:22:28,00:00:13,Testing
3031,19-Pedro-X,00:22:28,00:22:44,00:00:16,Mapping
3032,19-Pedro-X,00:22:44,00:22:46,00:00:02,Testing
3033,19-Pedro-X,00:22:46,00:22:48,00:00:02,Mapping
3034,19-Pedro-X,00:22:48,00:22:56,00:00:07,Testing
3035,19-Pedro-X,00:22:56,00:23:06,00:00:10,Mapping
3036,19-Pedro-X,00:23:06,00:23:10,00:00:05,Testing
3037,19-Pedro-X,00:23:11,00:23:15,00:00:04,Mapping
3038,19-Pedro-X,00:23:15,00:23:22,00:00:07,Testing
3039,19-Pedro-X,00:23:22,00:23:34,00:00:11,Mapping
3040,19-Pedro-X,00:23:34,00:24:00,00:00:26,Testing
3041,19-Pedro-Y,00:00:00,00:00:00,00:00:00,Mounting
3042,19-Pedro-Y,00:00:00,00:00:56,00:00:56,Mounting
3043,19-Pedro-Y,00:00:56,00:01:13,00:00:16,Consulting
3044,19-Pedro-Y,00:01:13,00:01:31,00:00:18,Mounting
3045,19-Pedro-Y,00:01:30,00:01:41,00:00:10,Testing
3046,19-Pedro-Y,00:01:41,00:01:46,00:00:05,Consulting
3047,19-Pedro-Y,00:01:46,00:01:53,00:00:07,Mapping
3048,19-Pedro-Y,00:01:53,00:01:57,00:00:04,Testing
3049,19-Pedro-Y,00:01:57,00:02:02,00:00:04,Mapping
3050,19-Pedro-Y,00:02:02,00:02:09,00:00:08,Testing
3051,19-Pedro-Y,00:02:09,00:02:20,00:00:11,Mapping
3052,19-Pedro-Y,00:02:20,00:02:27,00:00:07,Testing
3053,19-Pedro-Y,00:02:27,00:03:59,00:01:32,Mounting
3054,19-Pedro-Y,00:03:59,00:04:09,00:00:11,Testing
3055,19-Pedro-Y,00:04:09,00:04:12,00:00:03,Mapping
3056,19-Pedro-Y,00:04:12,00:04:29,00:00:17,Testing
3057,19-Pedro-Y,00:04:29,00:05:35,00:01:06,Mounting
3058,19-Pedro-Y,00:05:35,00:05:43,00:00:08,Testing
3059,19-Pedro-Y,00:05:43,00:06:00,00:00:18,Mounting
3060,19-Pedro-Y,00:06:01,00:06:21,00:00:20,Testing
3061,19-Pedro-Y,00:06:21,00:06:23,00:00:03,Mapping
3062,19-Pedro-Y,00:06:23,00:07:06,00:00:43,Testing
3063,19-Pedro-Y,00:07:06,00:08:45,00:01:39,Mounting
3064,19-Pedro-Y,00:08:45,00:08:57,00:00:12,Testing
3065,19-Pedro-Y,00:08:57,00:10:24,00:01:27,Mounting
3066,19-Pedro-Y,00:10:24,00:10:27,00:00:03,Testing
3067,19-Pedro-Y,00:10:27,00:11:15,00:00:48,Mapping
3068,19-Pedro-Y,00:11:15,00:11:52,00:00:37,Testing
3069,19-Pedro-Y,00:11:52,00:12:02,00:00:10,Mapping
3070,19-Pedro-Y,00:12:02,00:16:48,00:04:46,Testing
3071,19-Pedro-Y,00:16:48,00:17:09,00:00:21,Mapping
3072,19-Pedro-Y,00:17:09,00:17:12,00:00:03,Testing
3073,19-Pedro-Y,00:17:12,00:17:23,00:00:11,Mapping
3074,19-Pedro-Y,00:17:23,00:17:28,00:00:05,Testing
3075,19-Pedro-Y,00:17:29,00:17:36,00:00:07,Mapping
3076,19-Pedro-Y,00:17:36,00:17:57,00:00:21,Testing
3077,19-Pedro-Y,00:17:57,00:18:08,00:00:11,Mapping
3078,19-Pedro-Y,00:18:08,00:18:51,00:00:43,Testing
3079,19-Pedro-Y,00:18:51,00:19:34,00:00:43,Mounting
3080,19-Pedro-Y,00:19:34,00:19:41,00:00:07,Mapping
3081,19-Pedro-Y,00:19:41,00:20:58,00:01:17,Testing
3082,19-Pedro-Y,00:20:58,00:21:08,00:00:10,Mapping
3083,19-Pedro-Y,00:21:08,00:21:38,00:00:31,Testing
